RunNumber,Livetime
12997,3266.78
12998,5271.11
13001,5281.52
13002,5303.28
13003,8018.0
13004,14837.8
13007,3581.47
13008,3580.53
13009,3455.92
13010,2952.97
13011,2728.29
13017,3096.1
13020,3977.77
13021,1223.51
13022,4548.97
13023,2375.41
13025,7590.01
13026,4062.65
13027,986.298
13029,7135.89
13030,713.377
13033,12673.1
13034,967.138
13035,18611.6
13037,959.887
13040,2900.28
13041,813.182
13047,1198.12
13049,4222.14
13050,21583.5
13051,14618.2
13052,4454.23
13053,5609.74
13054,5340.1
13055,5554.46
13056,21584.7
13057,13055.4
13058,1225.52
13060,21587.0
13061,829.548
13065,1082.85
13066,21574.8
13067,10085.7
13068,7716.73
13069,21586.5
13071,12338.8
13072,3285.01
13073,21576.1
13074,17586.9
13075,4321.93
13076,20655.4
13079,3810.17
13080,3010.6
13081,10178.8
13083,1017.83
13084,627.926
13085,18697.2
13087,1514.36
13088,2587.69
13091,21584.9
13092,4964.33
13093,10359.5
13094,4354.88
13095,20999.2
13097,1050.39
13098,3829.33
13099,11890.4
13100,16201.5
13101,1403.54
13102,7186.86
13103,20694.2
13105,4933.67
13106,981.308
13107,4886.23
13108,1022.39
13109,21033.0
13123,3210.89
13124,6480.38
13125,6247.17
13127,5848.41
13128,3301.16
13129,5198.7
13131,3316.51
13133,5458.5
13134,1057.39
13135,9721.96
13136,11480.0
13138,3520.19
13139,21587.8
13141,1002.18
13142,10287.9
13143,2140.86
13145,2096.78
13146,1042.29
13147,8512.59
13149,9918.74
13150,6589.83
13151,15433.8
13152,21584.2
13153,2070.85
13157,8346.81
13158,4414.85
13159,2811.62
13160,18279.6
13162,995.262
13163,1305.47
13164,3058.56
13165,16337.6
13166,1153.58
13169,1050.27
13170,7847.59
13171,1629.01
13172,1068.0
13173,3340.77
13174,4229.21
13175,4196.35
13179,15525.8
13180,14478.8
13181,3013.94
13182,9931.45
13184,8588.01
13185,17854.5
13187,2102.87
13188,4133.91
13189,7051.45
13190,987.703
13191,21584.4
13192,3069.26
13193,6052.31
13194,11412.9
13196,9679.52
13197,1870.73
13198,7779.31
13199,3349.54
13200,1904.61
13201,12944.4
13202,4032.82
13203,986.234
13204,934.928
13205,2848.33
13208,11516.0
13210,8670.37
13211,3627.42
13212,1436.58
13213,2888.55
13214,927.624
13215,903.005
13216,1983.07
13217,2788.07
13218,927.669
13220,7767.01
13221,21583.9
13222,8058.47
13223,950.347
13224,1308.31
13225,7826.71
13226,947.432
13227,1801.54
13228,1835.47
13229,4112.9
13230,19422.7
13231,12449.2
13232,1939.75
13235,3028.32
13236,5059.78
13237,12591.0
13238,7360.26
13239,12021.2
13240,21584.4
13241,4866.85
13242,944.191
13243,5967.49
13244,17807.2
13246,971.73
13247,3922.69
13249,7658.6
13250,1941.39
13251,910.522
13252,1015.98
13253,1938.53
13254,911.288
13255,2964.97
13256,2904.57
13257,2847.34
13258,3535.9
13259,5135.86
13261,937.968
13262,2626.56
13263,1851.02
13264,8279.54
13266,5604.51
13267,14992.6
13268,894.652
13269,8680.0
13270,1905.34
13271,4423.54
13272,21577.4
13273,3033.92
13274,941.046
13275,963.547
13276,4890.48
13277,9068.35
13278,19497.8
13279,1413.4
13280,997.42
13281,2087.59
13282,1622.53
13283,15417.9
13284,4143.06
13285,21587.9
13287,15500.8
13288,943.843
13289,9978.24
13290,4938.99
13291,898.426
13292,13245.7
13293,994.079
13294,18985.6
13295,4236.16
13296,8277.99
13297,12361.6
13298,21591.2
13299,1783.76
13300,2932.1
13304,3751.91
13305,982.457
13306,7017.0
13307,6585.9
13308,2906.99
13309,1225.37
13311,3848.32
13312,3949.64
13314,8909.8
13315,5074.1
13316,891.45
13317,967.319
13319,1116.25
13328,46685.5
13330,5633.71
13331,1670.27
13332,1421.33
13333,1743.38
13335,1088.25
13380,2725.82
13381,5459.31
13382,9440.76
13383,3849.64
13385,21576.9
13386,14609.9
13387,3867.55
13396,18125.3
13397,7093.65
13398,6790.85
13399,17105.1
13400,11923.8
13401,21574.4
13402,21584.6
13403,21586.2
13404,21586.9
13405,10003.0
13408,21588.8
13409,21588.1
13410,3529.86
13411,21514.3
13412,10784.5
13413,10785.4
13414,10789.5
13415,5915.31
13416,2982.13
13417,10782.1
13418,10782.2
13419,10786.4
13420,10782.1
13421,10785.8
13426,10780.9
13427,10786.1
13428,10784.8
13429,10787.4
13430,2313.74
13431,10780.7
13432,10782.8
13433,10785.9
13434,2684.94
13437,21590.3
13438,21585.6
13439,21581.9
13441,21583.1
13442,21585.2
13444,21583.9
13446,16636.5
13447,4906.31
13448,21587.3
13449,5045.9
13450,21587.1
13452,21586.7
13453,21587.0
13454,15577.8
13455,21586.8
13456,21579.4
13457,21581.9
13458,21587.7
13459,21582.0
13460,21586.0
13461,20638.8
13462,21586.2
13466,21585.6
13467,5013.13
13468,21580.6
13471,21584.8
13472,3216.32
13473,21579.4
13474,21571.7
13475,6439.12
13503,21572.4
13504,21579.3
13505,17707.7
13506,14446.3
13507,21587.7
13508,21582.4
13509,21587.0
13510,21585.5
13511,21579.6
13512,21587.5
13514,21583.9
13515,21587.4
13516,21574.3
13517,21578.4
13518,5443.61
13519,21584.2
13520,11867.8
13522,21580.0
13523,21584.2
13524,21587.0
13525,21584.4
13526,4587.05
13529,21587.3
13530,21588.4
13531,11231.6
13533,13352.7
13534,21581.1
13535,21575.0
13536,21582.1
13538,8729.49
13539,21585.8
13540,21581.6
13543,21585.0
13545,21583.5
13546,20159.2
13547,21589.7
13548,11702.8
13549,21585.8
13550,21587.0
13551,5240.02
13552,5648.0
13757,3581.36
13760,10787.4
13761,10785.5
13762,10785.8
13763,10783.4
13764,10785.2
13765,10787.7
13766,10985.5
13767,10784.7
13768,10785.9
13769,10788.0
13770,10782.5
13771,10781.9
13772,10788.4
13773,10786.7
13774,11889.2
13775,10780.8
13776,10776.6
13777,10779.0
13778,10786.8
13779,10787.0
13780,10784.4
13782,10785.3
13784,10784.2
13785,10781.5
13786,10781.2
13787,10788.7
13788,10786.2
13789,10785.2
13790,14016.4
13792,10783.4
13795,10787.7
13796,10787.1
13797,10784.3
13798,10786.0
13799,10780.6
13800,10786.1
13801,10783.8
13802,10786.3
13803,10784.8
13804,7941.1
13805,10788.1
13806,10787.3
13807,10782.9
13808,10786.6
13809,10785.9
13810,10788.6
13811,10785.5
13812,10784.5
13813,2102.02
13814,10778.6
13815,10788.2
13816,10781.3
13817,10781.2
13818,10776.8
13820,2072.74
13821,9097.18
13822,10782.6
13823,10778.1
13824,10785.7
13825,5669.58
13826,10782.2
13827,10785.1
13828,10786.6
13829,10788.5
13830,10781.8
13831,10786.7
13832,10785.0
13833,10788.1
13834,1534.58
13835,10787.4
13836,10782.0
13837,10788.7
13838,10784.7
13839,8034.3
13840,10785.3
13841,1321.51
13842,10783.9
13843,10783.4
13844,10788.5
13845,10784.4
13847,4360.39
13848,10788.0
13849,10787.0
13850,10786.3
13851,10780.0
13852,10777.3
13853,10773.9
13854,21304.2
13855,10784.1
13857,5821.07
13859,10782.8
13860,10787.3
13861,10790.3
13862,10782.9
13863,10784.5
13864,10782.5
13865,10785.9
13866,10784.3
13867,10785.0
13868,10785.6
13869,10787.4
13870,10782.9
13871,10787.6
13872,4764.28
13873,1091.87
13874,10785.1
13875,10788.6
13876,6430.9
13877,10782.7
13878,10788.9
13879,10786.5
13880,10784.9
13881,7104.4
13882,10781.2
13883,10786.4
13884,10785.3
13885,1089.1
13886,10779.3
13890,10788.2
13891,10787.2
13895,1142.02
13896,10785.3
13897,9888.31
13898,10783.1
13899,10787.9
13900,10785.4
13901,10783.4
13902,10790.0
13903,10786.5
13904,10788.1
13905,10779.3
13906,10788.3
13907,10789.5
13909,10785.3
13910,10785.7
13911,10786.5
13912,10785.0
13913,10786.9
13914,10781.1
13915,10783.9
13916,10786.4
13917,8676.06
13918,3532.14
13919,20431.8
13922,1085.78
13923,10787.5
13924,10787.7
13925,10782.3
13926,10788.9
13927,10787.6
13928,10790.0
13929,10788.1
13930,10786.4
13931,10780.0
13932,10781.3
13933,10787.0
13934,10785.0
13935,10778.5
13936,10779.7
13938,10783.8
13939,10786.5
13940,10787.6
13941,10786.2
13942,10785.3
13943,10785.8
13944,10783.7
13945,10784.2
13946,8942.63
13947,10782.9
13948,10781.6
13949,5045.54
13952,10774.3
13953,9766.14
13954,10779.4
13956,10784.1
13957,10782.2
13958,10785.4
13959,7116.46
13962,21584.0
13963,21590.8
13964,21588.8
13965,21589.8
13966,21582.2
13967,21590.3
13968,21582.7
13969,1784.45
13970,21586.5
13971,21584.7
13972,21582.6
13973,28452.5
13975,21585.7
13976,12341.0
13977,21579.9
13978,21589.5
13979,6767.75
13980,21589.0
13981,21585.9
13982,21587.9
13983,21584.8
13984,21591.0
13985,21589.6
13986,21585.3
13987,21584.1
13988,5873.11
13989,21582.6
13990,16472.8
13991,21584.5
13992,21583.8
13995,21589.9
13996,21589.6
13997,21586.1
13998,21581.7
13999,21586.5
14000,21580.0
14001,21582.1
14002,15695.4
14003,21581.4
14004,21582.7
14005,43610.1
14007,21584.5
14008,21571.3
14009,21583.2
14010,21584.6
14011,21584.0
14012,21582.5
14014,21584.6
14015,21581.9
14018,21585.9
14019,21583.9
14021,21579.6
14022,16424.0
14023,21582.9
14024,21582.9
14025,21580.8
14029,21585.8
14030,16926.1
14031,21581.8
14032,21588.7
14033,21583.5
14034,17888.0
14035,21584.4
14036,6236.78
14037,21576.8
14038,8264.47
14039,21588.0
14040,21585.4
14041,21577.1
14042,21823.9
14043,21579.6
14044,21582.0
14045,21577.1
14046,21576.3
14047,21583.1
14048,21576.9
14049,6396.22
14050,10503.3
14051,21510.2
14053,21586.8
14054,21584.3
14055,21577.5
14056,21588.0
14057,21580.8
14058,21584.7
14060,21585.7
14061,21577.9
14063,13142.5
14065,21584.1
14066,21585.1
14067,21585.8
14068,21587.6
14070,21586.2
14071,21576.8
14072,14318.2
14073,21579.5
14075,21588.2
14077,20298.0
14078,21583.9
14079,21587.6
14080,21585.2
14083,21583.7
14084,21583.3
14087,21577.3
14089,21584.0
14090,21585.1
14092,21577.4
14093,21586.9
14094,7523.12
14095,985.32
14096,1274.36
14098,968.43
14099,2896.64
14102,3781.95
14104,634.174
14105,1377.79
14106,9484.39
14108,21575.4
14109,15217.9
14113,21581.0
14114,21586.0
14115,9489.2
14117,1569.51
14129,6480.55
14132,21588.4
14133,21581.3
14142,15519.4
14144,21585.9
14145,21586.3
14146,21587.1
14147,21583.9
14148,13983.0
14150,21581.6
14151,12120.9
14152,21581.5
14153,9777.34
14154,22510.7
14162,21587.9
14164,21586.6
14165,21583.8
14166,21581.4
14167,3813.46
14168,21578.6
14169,21585.7
14170,21588.1
14171,1470.61
14172,21591.0
14176,21584.5
14177,21587.5
14178,21593.1
14179,21590.9
14180,21585.6
14181,21583.9
14182,8152.63
14183,21576.8
14184,21575.6
14185,21580.7
14187,843.376
14188,21590.1
14189,21586.0
14190,21585.6
14191,21588.6
14192,21582.4
14193,10881.7
14194,21590.6
14195,21589.0
14196,21583.0
14197,19666.3
14198,21588.1
14199,21586.4
14200,21589.7
14201,21582.5
14202,21583.8
14204,21589.6
14205,21587.5
14206,21582.7
14207,7222.94
14208,12366.4
14211,14441.4
14212,21587.4
14213,21589.1
14214,3027.46
14218,2509.62
14219,21583.9
14220,21584.9
14221,21472.4
14223,21586.0
14224,16145.9
14225,21580.2
14226,21587.7
14227,21581.3
14228,21588.6
14229,13899.1
14231,21577.8
14232,2309.73
14233,21587.7
14234,21588.3
14235,21854.1
14236,15944.2
14237,21585.8
14238,21588.9
14240,2306.07
14241,21587.1
14242,21587.1
14243,6768.5
14244,21587.7
14246,21577.3
14248,21589.0
14249,21582.3
14250,6671.4
14251,21581.5
14253,21588.2
14256,3897.23
14257,7988.22
14258,21586.4
14259,21584.8
14261,21583.9
14262,15006.6
14263,21584.0
14264,7867.39
14265,15988.3
14267,21578.1
14268,21589.6
14269,21584.8
14270,21585.5
14271,16200.7
14272,1262.38
14273,21574.8
14274,21581.6
14275,25373.9
14277,16584.7
14278,18442.6
14279,21584.0
14280,21585.5
14281,21587.9
14282,21587.6
14284,1124.07
14285,21583.7
14286,21586.9
14287,10599.8
14289,736.152
14300,10782.3
14301,10788.9
14302,10786.7
14303,10783.1
14304,6228.84
14305,786.783
14306,2585.58
14308,3578.2
14309,10787.1
14310,4416.64
14311,10785.3
14312,10786.3
14313,10786.9
14314,10786.6
14315,10785.6
14316,10785.4
14317,10782.5
14318,10785.8
14319,10785.4
14320,10779.5
14323,21584.9
14325,21590.7
14327,16595.9
14329,4438.99
14331,1173.01
14335,1260.14
14366,21583.7
14367,21584.5
14368,21587.5
14369,21581.6
14370,21581.7
14371,21586.3
14372,21590.0
14373,21586.0
14374,21584.8
14376,21582.6
14377,18278.5
14380,21588.3
14381,21581.1
14382,21590.5
14383,21589.7
14384,21580.7
14385,21586.2
14386,21585.7
14387,21580.4
14388,21580.9
14389,21584.9
14390,21585.9
14391,13149.3
14394,21586.2
14395,21580.1
14396,14601.7
14397,21582.3
14398,7732.24
14400,12182.9
14401,21584.1
14402,21585.1
14403,21580.2
14404,21587.0
14405,21584.5
14406,21587.6
14407,21587.0
14408,21587.8
14410,21581.9
14411,16654.8
14413,29550.3
14414,21575.1
14415,21584.3
14417,21584.8
14418,21226.3
14419,21582.5
14420,21583.2
14421,21585.3
14422,660.189
14423,18886.6
14424,9672.89
14428,4285.01
14429,21587.2
14431,2488.6
14432,21577.5
14434,21585.2
14435,15562.9
14436,21585.3
14437,21587.1
14439,5996.51
14443,21584.3
14444,21583.8
14445,5184.59
14446,7674.69
14448,1883.8
14451,21580.5
14452,5033.05
14471,21586.9
14472,6780.81
14473,21588.2
14474,21584.8
14475,9552.57
14476,21578.0
14477,22754.1
14478,6501.88
14479,21586.1
14480,20295.3
14481,21583.4
14482,21582.2
14483,2468.76
14484,21581.1
14485,3218.45
14486,21585.2
14487,21587.4
14488,21586.2
14489,21584.4
14491,13114.6
14492,5914.68
14493,21573.2
14494,21580.3
14495,21578.3
14496,21585.9
14498,21587.7
14499,21585.9
14500,1986.57
14501,2857.98
14502,21579.2
14503,10256.3
14506,21578.8
14507,21588.0
14509,21581.6
14510,21586.4
14511,21583.1
14512,21578.1
14514,21583.8
14515,21691.0
14518,21581.1
14519,21586.2
14520,21582.2
14521,13049.9
14522,21581.1
14523,21586.9
14524,21577.7
14525,21585.8
14526,21586.9
14529,21587.1
14530,21583.4
14532,21580.0
14534,21586.3
14535,21581.1
14536,21587.0
14538,21580.2
14539,21585.1
14541,21584.8
14542,21589.4
14543,8419.74
14544,11860.9
14551,21590.3
14552,21586.4
14553,20501.8
14554,5702.48
14556,21584.9
14557,21585.7
14558,21581.7
14559,21741.0
14560,7941.16
14561,21586.6
14563,21584.8
14564,21574.8
14566,6597.17
14567,18884.6
14570,14576.5
14571,21587.3
14572,21582.9
14573,15813.5
14574,13516.3
14575,21587.5
14576,21583.2
14577,21586.0
14578,4466.97
14587,21588.9
14588,21588.1
14589,21586.3
14590,19876.9
14604,21585.2
14605,21582.8
14606,21584.2
14609,8368.01
14613,27169.9
14615,21585.3
14617,14258.0
14618,21584.5
14619,20315.9
14620,3280.65
14621,5902.4
14623,21571.5
14624,6931.39
14625,21582.6
14626,12200.9
14628,17662.2
14629,8211.65
14630,21587.5
14631,21587.7
14632,9312.13
14635,21584.1
14636,21589.8
14637,6092.64
14638,2580.21
14639,9023.2
14640,21584.4
14641,21586.3
14643,21585.0
14644,12142.4
14645,21589.8
14646,21587.6
14647,5964.9
14648,21587.0
14649,21584.0
14651,16397.1
14652,21587.2
14653,7587.07
14654,21585.4
14655,1260.3
14656,14413.7
14659,21581.5
14660,6975.94
14661,2310.16
14662,21585.8
14663,21581.5
14664,16810.3
14665,21580.1
14667,9341.39
14668,7411.37
14669,13891.7
14670,7989.82
14671,19687.6
14674,8819.06
14675,1878.14
14676,9651.33
14677,21585.1
14678,21583.9
14679,20048.0
14680,14001.9
14681,21587.2
14682,20211.9
14683,21586.3
14684,1874.81
14685,2039.6
14686,21577.8
14687,878.806
14688,10032.0
14689,9734.42
14690,21476.5
14691,6144.72
14692,21587.6
14693,7936.0
14694,5818.62
14695,4067.92
14696,2085.23
14697,21583.9
14698,12782.7
14699,7565.71
14701,1133.48
14702,18815.4
14703,18342.4
14706,5550.38
14707,14480.2
14708,6298.0
14709,26477.9
14710,21590.7
14711,9148.74
14712,21584.6
14713,21584.8
14715,21586.0
14716,10975.5
14717,2774.99
14718,21587.9
14719,4532.4
14720,1530.31
14723,21583.7
14724,21580.2
14725,21586.8
14726,2295.84
14729,21585.2
14730,16568.7
14732,1090.51
14733,20466.5
14734,943.151
14735,21582.2
14736,7394.67
14741,21591.6
14742,21585.4
14743,4871.4
14745,21583.5
14746,8196.79
14753,21582.2
14754,12114.4
14755,21585.8
14756,21585.4
14757,21584.4
14758,21057.7
14759,11457.8
14760,21588.4
14761,21575.7
14762,19379.3
14763,21578.2
14764,21574.4
14765,2625.29
14766,13702.1
14767,1321.74
14768,3828.96
14769,9872.12
14771,17954.2
14772,21578.2
14773,6665.36
14774,13540.5
14775,21573.4
14776,21582.5
14777,21587.8
14778,21586.1
14779,17580.7
14780,9382.44
14781,21582.0
14782,21585.3
14783,20455.1
14784,4402.34
14785,21585.8
14786,21583.2
14787,21588.5
14788,21576.0
14789,14228.1
14790,15603.4
14791,12497.7
14792,21583.5
14794,21580.7
14795,21586.1
14796,14874.2
14797,18251.4
14798,21581.2
14800,5684.39
14801,1012.29
14805,1611.56
14806,21578.1
14807,10289.9
14808,20408.4
14809,10402.7
14811,2219.92
14813,13308.4
14814,8873.37
14815,21584.1
14816,4942.78
14819,21576.5
14820,21582.9
14821,9558.44
14822,5359.92
14823,21577.8
14824,8304.62
14825,21585.6
14827,13597.7
14828,21583.5
14829,21590.4
14830,8784.25
14831,9516.8
14832,21586.6
14834,21587.8
14835,21580.6
14836,3825.6
14837,21586.2
14838,4958.4
14839,21581.9
14840,19018.6
14841,3879.5
14842,20985.5
14844,15221.5
14845,21581.4
14846,7821.57
14847,5852.13
14848,21588.3
14849,14161.1
14850,21584.9
14852,8402.58
14853,7922.52
14854,21574.3
14855,5536.9
14856,5412.91
14857,12602.6
14858,21580.4
14859,21583.3
14860,9326.97
14862,21582.7
14863,16480.0
14864,21584.8
14865,21580.2
14866,21588.6
14867,4383.38
14868,7327.83
14869,14746.3
14870,21579.9
14871,21576.6
14872,21590.4
14873,6051.77
14876,21577.9
14877,1415.88
14878,21584.1
14879,21583.2
14880,3225.84
14881,4287.69
14883,3162.7
14884,11865.7
14886,4574.68
14887,3280.49
14888,1180.63
14889,1922.28
14890,21587.6
14892,21586.4
14893,21587.3
14896,13304.6
14898,6333.14
14899,21590.1
14900,21585.3
14902,21586.0
14904,21584.6
14905,21586.9
14906,21582.8
14907,1989.13
14908,21576.7
14909,10720.3
14910,21584.2
14911,21589.6
14912,17439.9
14913,12302.4
14914,21581.0
14915,8369.02
14916,21583.7
14917,21583.3
14918,12357.9
14920,21583.2
14921,21580.7
14922,21586.8
14923,21579.4
14924,21580.4
14925,27556.2
14926,21583.0
14927,21577.0
14928,21590.5
14929,21586.0
14930,7632.34
14931,21589.7
14934,21578.7
14935,21582.8
14936,21587.9
14937,21583.9
14938,1241.76
14939,21584.9
14941,21588.5
14942,14011.7
14943,21572.0
14944,21589.8
14945,21587.0
14946,21588.9
14947,9941.05
14948,21586.0
14949,5103.32
14950,13058.6
14951,21581.4
14952,21581.3
14953,9479.16
14954,8759.32
14955,14066.9
14956,8871.76
14957,21583.9
14958,21581.9
14959,21587.5
14960,21580.9
14961,1092.99
14962,21999.1
14963,21585.8
14965,21585.7
14966,18853.6
14967,7036.83
14968,13759.0
14972,21061.9
14975,21584.7
14977,21587.6
14978,6612.17
14979,14309.8
14981,8338.84
14982,21579.3
14983,21580.0
14984,15008.7
14986,21584.5
14987,1445.56
14988,21584.7
14989,21585.2
14990,21582.8
14992,3274.61
14993,15913.2
14994,21588.0
14995,21585.0
14996,10898.6
14997,10132.6
14998,21582.8
14999,6926.93
15001,21582.3
15003,2519.78
15005,3864.52
15006,13710.7
15007,21583.3
15008,22178.7
15010,21586.3
15011,21589.6
15012,15951.9
15013,21587.4
15015,2665.81
15018,10855.6
15019,21583.1
15020,21578.8
15021,21588.0
15022,16676.1
15025,21586.8
15026,4358.35
15027,3621.21
15028,10786.3
15029,10777.4
15030,10786.5
15031,10787.0
15033,10780.6
15034,10780.5
15036,10786.2
15037,10787.2
15038,10786.8
15039,10780.2
15040,7683.34
15041,1645.51
15043,10786.7
15044,11460.0
15045,10582.1
15046,21586.2
15048,21588.3
15049,21585.3
15050,10771.9
15052,21588.5
15053,4792.98
15054,21583.6
15055,5655.41
15057,18330.2
15058,8877.38
15059,16270.9
15060,2205.9
15062,21580.8
15063,6083.83
15064,1061.75
15065,3420.09
15066,10544.7
15068,3748.7
15069,7365.14
15070,4250.17
15071,19095.2
15073,21588.7
15074,21574.7
15075,10583.6
15078,12753.2
15079,1622.41
15081,1211.12
15083,7528.37
15084,2108.17
15085,21578.6
15086,10177.6
15087,9856.04
15088,1549.34
15090,1167.18
15091,10789.5
15092,4041.48
15093,10788.7
15094,9843.41
15095,10787.5
15096,7581.19
15097,10782.3
15098,5890.89
15099,10786.6
15100,7646.02
15101,10787.6
15102,4270.62
15103,4861.33
15104,4452.73
15105,2718.22
15106,10782.2
15108,10783.3
15109,10783.7
15110,10787.3
15111,10779.4
15112,10783.3
15113,10785.8
15115,10779.3
15116,9991.83
15117,10783.9
15118,10785.0
15120,6978.09
15121,3225.58
15133,10782.9
15134,10785.0
15135,10780.5
15136,10786.1
15138,10783.0
15139,10789.8
15140,10135.3
15141,1862.71
15144,21582.3
15145,3551.1
15146,13415.5
15147,16145.2
15148,4661.3
15149,21583.4
15150,21585.5
15152,16747.8
15153,10779.4
15154,10780.7
15155,10781.6
15156,10788.5
15157,10788.7
15158,10781.1
15159,10775.9
15160,10783.8
15161,2957.57
15162,10781.2
15163,3345.58
15164,10788.3
15165,5847.64
15166,10789.5
15167,10784.2
15168,10784.7
15169,10780.5
15170,5736.26
15172,10786.7
15174,10787.0
15175,10783.3
15176,10787.1
15177,10787.0
15178,10780.8
15179,10787.9
15180,10789.7
15181,4336.65
15182,10779.8
15183,10783.3
15184,10760.7
15186,10783.8
15188,10783.3
15189,6702.74
15190,10789.7
15191,3054.93
15201,10785.7
15202,8282.03
15205,10783.7
15206,1114.17
15207,10784.5
15208,10786.9
15209,10788.6
15210,7153.91
15211,651.909
15212,3918.26
15224,10786.7
15225,14897.3
15226,10778.2
15227,10781.4
15228,10786.6
15251,10786.8
15252,10783.6
15253,3353.24
15254,10420.5
15255,10781.0
15256,10784.8
15257,9566.44
15260,7809.18
15261,10783.0
15262,10785.9
15263,10785.0
15264,10785.5
15265,10783.2
15266,10779.8
15267,10300.9
15268,5708.24
15274,10789.9
15275,10776.4
15276,10782.4
15277,10783.9
15278,10779.1
15279,10785.6
15280,4642.77
15281,10787.3
15282,10786.8
15283,10785.4
15284,10784.4
15285,10784.5
15286,10779.1
15287,10788.7
15288,10779.6
15289,10785.0
15290,10786.5
15291,10774.8
15292,10784.3
15293,10774.6
15294,10780.9
15295,10783.6
15298,21584.4
15299,21588.4
15300,21585.6
15301,24091.5
15302,14414.0
15304,21585.6
15305,21579.8
15306,21588.2
15307,20297.8
15312,21589.8
15314,13484.1
15315,2748.88
15316,21587.7
15317,21588.3
15318,21585.9
15319,18433.1
15320,7947.78
15321,21586.2
15322,3498.6
15323,21582.1
15324,21588.2
15325,8751.31
15326,10681.1
15327,21583.3
15328,21584.6
15329,1565.93
15330,21581.7
15331,21581.9
15332,21584.9
15333,1272.29
15334,21581.5
15335,21589.0
15338,21587.3
15339,5844.39
15340,15724.5
15341,9889.81
15342,28027.7
15344,8341.92
15345,11879.3
15346,4087.71
15347,18677.4
15348,21581.0
15349,14198.1
15351,17353.9
15352,8077.82
15354,21586.8
15355,21584.6
15356,21588.0
15357,10276.8
15358,10886.8
15360,21581.2
15361,21587.8
15362,4747.66
15363,6205.84
15365,21587.5
15366,21583.5
15367,4614.69
15368,21585.0
15369,21586.7
15370,21577.5
15371,21583.8
15373,21585.4
15374,7921.43
15375,5690.57
15424,17625.6
15425,21583.0
15426,21587.7
15427,21590.0
15428,21586.3
15429,19504.4
15431,21582.5
15433,21582.7
15434,21588.2
15435,14101.3
15436,21585.5
15437,2901.26
15438,13288.0
15441,21586.7
15443,21574.1
15444,6521.5
15445,21368.2
15446,21587.0
15447,21587.4
15448,21585.4
15449,21583.9
15450,6073.33
15451,21580.8
15452,17045.1
15454,21582.1
15455,21578.5
15458,21573.5
15459,21580.5
15460,21585.3
15462,21586.9
15463,10195.5
15464,19055.6
15465,21586.6
15466,21582.3
15467,14725.3
15469,21575.7
15470,21583.9
15471,12305.3
15472,21585.9
15473,12607.5
15475,20387.3
15477,21586.9
15478,9344.08
15479,21581.2
15482,21582.7
15483,10333.5
15484,21582.2
15486,21587.2
15487,2642.49
15488,21585.2
15489,1318.8
15490,21582.5
15491,9436.24
15492,16560.6
15493,21588.0
15494,7831.91
15495,21581.7
15496,14456.2
15497,21587.0
15498,21587.4
15499,14960.8
15500,9827.3
15501,16636.1
15502,7204.41
15503,13811.7
15504,9612.6
15505,21584.0
15506,21590.9
15507,17872.3
15508,19303.3
15509,21583.7
15510,21581.4
15511,21586.1
15512,7973.86
15513,19565.4
15514,21578.7
15515,21591.4
15516,21575.7
15517,21586.0
15520,9563.32
15523,21589.2
15524,21585.7
15525,6662.81
15526,28165.2
15527,21590.5
15528,21589.0
15529,21575.2
15530,23592.6
15531,21584.1
15532,21585.7
15533,4502.52
15534,21719.2
15535,10399.2
15537,13303.5
15538,13574.3
15539,21587.0
15540,21575.3
15543,21583.8
15544,19235.9
15545,21589.9
15546,21231.7
15548,21586.4
15550,10419.4
15551,21581.6
15552,21583.7
15554,3833.74
15555,17140.4
15556,14225.1
15557,21588.4
15558,9533.81
15559,18857.4
15561,21589.7
15563,9179.74
15564,21590.2
15566,21587.6
15567,21590.5
15568,21585.6
15569,21589.2
15570,20591.1
15572,19267.0
15573,4217.98
15574,21587.6
15575,21585.1
15576,1298.42
15577,21579.7
15578,21583.8
15579,21585.4
15580,10109.7
15581,21587.9
15584,21580.9
15585,21590.0
15586,2915.63
15587,21580.6
15588,21581.6
15589,5803.23
15590,21587.4
15591,6262.16
15593,21592.2
15594,7388.13
15595,6412.47
15596,21583.0
15597,21578.8
15598,16154.7
15599,21586.5
15601,6225.43
15602,21587.4
15603,2907.99
15605,21588.3
15606,19360.6
15607,3461.77
15608,1634.29
15609,10062.9
15610,21587.0
15611,3598.51
15612,21575.3
15613,21446.9
15614,21583.3
15615,21585.3
15616,9028.9
15617,21587.1
15618,19017.7
15620,21581.0
15621,21585.3
15622,19412.5
15623,2314.44
15624,4453.64
15625,21577.1
15626,21588.8
15627,21581.9
15628,12590.6
15629,21585.9
15630,15800.4
15631,21584.2
15632,21578.1
15633,21581.6
15634,21580.3
15639,21581.6
15640,21576.3
15641,21586.6
15642,21581.8
15645,14971.7
15656,21582.2
15657,21581.8
15658,8855.47
15660,10246.6
15662,21585.1
15663,21583.7
15665,21583.4
15666,14506.2
15668,21586.2
15669,21583.6
15670,11902.1
15671,21571.6
15672,21581.9
15673,21589.3
15674,21586.2
15675,8313.95
15676,21589.4
15678,21582.6
15679,21589.0
15680,18633.5
15681,21585.9
15682,21571.7
15683,15175.3
15684,21571.9
15685,21580.2
15688,20418.2
15689,21582.4
15690,13885.0
15691,21589.6
15692,5826.74
15693,21579.3
15695,21583.8
15696,21580.9
15697,21586.2
15698,21584.6
15699,6461.72
