RunNumber,Livetime
7579,21578.8
7584,3276.86
7588,21586.1
7589,21589.9
7590,9713.73
7592,21584.2
7593,5143.14
7595,21585.3
7596,9902.38
7598,21583.7
7599,16581.1
7600,21584.8
7601,29854.9
7603,21572.1
7604,21586.6
7605,21586.0
7606,21584.2
7608,21583.2
7609,21582.3
7610,21576.1
7611,21402.3
7616,2341.03
7617,21584.9
7618,3824.57
7619,4432.15
7620,21522.3
7623,3505.22
7624,21583.1
7625,21587.0
7626,21583.4
7628,9910.51
7645,21586.5
7646,21582.9
7647,31749.9
7651,21582.3
7652,21578.5
7656,21585.7
7657,3445.98
7658,21579.6
7659,21589.5
7661,15285.5
7662,21585.7
7663,21580.8
7664,21580.0
7665,6182.4
7671,21586.7
7673,21586.0
7674,21586.7
7676,21583.5
7678,21583.7
7679,21587.0
7680,21588.1
7682,21581.3
7683,21586.0
7684,21579.8
7685,21578.9
7687,21580.9
7688,21587.1
7689,21586.3
7690,22014.9
7692,18408.7
7694,5794.45
7695,21583.0
7696,21586.8
7698,11722.2
7701,3783.49
7702,5209.83
7703,19206.3
7704,21579.7
7706,21586.6
7707,21577.5
7708,6648.51
7709,21590.2
7711,21582.4
7712,21578.3
7713,21584.6
7715,21576.9
7717,19089.7
7718,21585.2
7719,21573.7
7720,21589.7
7722,21587.4
7723,21584.0
7724,21584.6
7725,13591.7
7726,21570.7
7728,21582.8
7729,21588.2
7731,21590.2
7732,23634.7
7733,21586.2
7734,21585.4
7736,21585.7
7737,21583.2
7739,18037.7
7742,7123.85
7745,21584.3
7747,13232.7
7749,21583.1
7750,21586.0
7751,21585.6
7752,20758.5
7754,21588.3
7755,21585.3
7756,21581.1
7758,20375.8
7759,21582.0
7760,21584.0
7761,21573.1
7762,21107.8
7763,21577.4
7764,7425.69
7766,21582.6
7767,21586.2
7768,10913.9
7770,21584.6
7772,21583.9
7773,19340.9
7774,19183.1
7775,2793.39
7776,21585.4
7777,21574.6
7778,21589.4
7779,7611.95
7780,21581.1
7781,9321.86
7782,21583.6
7783,21585.1
7784,11445.5
7786,21582.2
7787,17398.1
7789,21574.1
7791,1355.66
7792,21582.8
7793,21569.6
7794,21574.8
7797,21583.1
7798,15613.5
7802,21590.0
7803,8810.61
7804,21582.6
7807,19813.9
7809,21584.0
7812,21584.3
7813,21586.4
7814,14010.7
7816,2177.76
7817,21586.9
7820,21582.4
7821,21586.4
7822,22777.0
7823,21579.7
7824,21586.9
7825,21575.0
7826,8843.8
7828,21581.6
7829,18677.3
7837,21584.1
7838,21585.8
7839,21586.7
7840,2679.18
7842,19675.9
7843,21574.0
7844,21573.4
7847,21584.5
7848,21589.1
7849,21584.8
7852,2382.95
7855,21578.9
7856,21588.0
7857,21579.9
7858,5258.54
7860,21580.5
7861,21584.6
7864,21587.9
7865,16058.1
7867,13692.4
7869,8208.77
7870,20309.0
7871,21578.6
7873,21586.6
7875,21583.8
7877,21582.1
7878,21166.8
7879,21583.4
7880,21587.8
7882,28782.6
7883,2051.6
7884,21584.0
7886,21588.4
7887,21584.3
7888,801.743
7891,9918.85
7892,27752.7
7894,12440.0
7895,22812.5
7897,16326.0
7899,20374.5
7900,22040.7
7901,2399.75
7903,20301.9
7904,18004.4
7906,21101.8
7909,22229.7
7911,20423.2
7913,20958.3
7914,16516.2
7915,22004.7
7916,19070.6
7917,20947.8
7918,17632.8
7919,25069.4
7920,11828.3
7921,21906.3
7922,21868.1
7923,28574.1
7925,16613.3
7927,16626.5
7929,19659.1
7930,24730.8
7932,18632.9
7933,13362.7
7935,787.819
7936,16055.7
7937,24291.8
7938,18391.2
7939,21126.5
7940,20489.6
7941,24287.5
7943,17830.9
7944,20796.3
7945,14356.7
7947,28678.6
7948,1665.57
7950,16435.2
7951,12059.5
7953,20484.4
7959,1608.52
7961,25917.0
7963,18377.1
7964,22117.1
7965,17799.2
7967,1107.51
7968,9170.85
7973,14381.9
7974,14386.0
7976,41297.4
7977,25181.9
7978,25183.3
7981,35972.0
7984,19200.0
7988,14988.1
7989,43425.3
7992,21582.1
7994,26602.3
7996,33006.5
7997,25122.5
7999,26377.6
8001,36358.4
8003,25301.1
8009,16579.7
8010,16578.4
8011,16582.9
8012,6880.39
8013,21560.6
8016,19985.8
8017,19980.2
8018,19981.9
8019,19474.3
8022,21583.9
8023,21580.6
8024,20955.2
8025,21573.1
8029,21583.7
8032,21573.0
8033,21588.6
8034,21577.6
8036,21585.5
8037,21582.2
8038,21998.3
8039,13246.4
8040,21583.7
8041,21580.2
8043,21574.8
8044,21588.8
8045,21586.2
8046,21581.8
8047,21581.3
8048,1185.81
8051,21590.0
8052,15005.9
8053,21580.6
8054,1483.54
8055,21580.6
8056,21576.8
8059,21584.9
8060,21580.7
8061,13763.0
8062,21583.1
8063,683.844
8064,21584.7
8067,21587.8
8068,18082.0
8070,21584.0
8071,21586.8
8072,21582.6
8074,21586.3
8075,21584.2
8076,21581.1
8077,20687.5
8079,21587.3
8080,21574.9
8083,21584.8
8084,21575.8
8085,21585.0
8087,21583.4
8088,21575.1
8089,21591.5
8092,21586.5
8093,21567.9
8094,21579.2
8095,21581.5
8097,21586.6
8098,21587.8
8099,21584.8
8100,21585.7
8101,21585.6
8102,21588.3
8104,21569.9
8106,21581.9
8109,21584.7
8112,21581.3
8113,21585.5
8115,21578.5
8116,7145.61
8117,21584.2
8119,21585.2
8120,22041.9
8121,21589.0
8122,21585.0
8123,21586.9
8124,7325.29
8126,21586.3
8128,21584.1
8130,21581.3
8132,21585.8
8133,21584.2
8135,21587.9
8136,21587.0
8137,21586.4
8138,21580.5
8140,2216.06
8141,21586.7
8143,21588.6
8144,21585.4
8145,10295.2
8146,11147.0
8147,6354.75
8148,8836.5
8150,5249.23
8151,21580.0
8152,21586.2
8154,10169.2
8155,6531.5
8156,22456.9
8157,54488.0
8158,22360.9
8159,25874.2
8160,35042.2
8162,6606.02
8165,21584.6
8167,21580.9
8169,21584.3
8170,15093.0
8173,21584.7
8175,2501.55
8181,21583.7
8189,3944.43
8190,2517.74
8191,11204.6
8192,21587.9
8193,21587.0
8195,11361.1
8196,21587.2
8198,21584.2
8199,16079.3
8200,16915.6
8202,21586.7
8204,21583.3
8206,5061.84
8207,21583.4
8209,21586.4
8211,33733.0
8212,21572.5
8214,21579.5
8216,21581.5
8218,18229.2
8219,21577.4
8221,21581.2
8223,21584.1
8225,21583.3
8227,21585.0
8230,21585.5
8231,21582.4
8232,21586.5
8233,10038.2
8234,8897.67
8236,21584.5
8237,21578.3
8239,21115.5
8240,12378.1
8245,21586.1
8246,21587.1
8247,21582.2
8249,21581.2
8250,15583.4
8251,21586.2
8253,36686.7
8254,26038.3
8255,21575.6
8258,17230.6
8259,12567.7
8261,763.953
8264,21581.1
8266,21582.2
8267,13382.7
8269,21588.1
8270,21583.7
8272,2421.44
8273,9319.98
8275,2994.47
8276,21585.5
8278,14007.6
8279,32385.3
8284,20238.1
8285,1740.95
8343,922.959
8345,22017.9
8346,32388.7
8347,10041.1
8348,5678.59
8350,32381.3
8351,32379.9
8352,1234.26
8353,6467.96
8354,21584.3
8357,21584.4
8358,21586.2
8362,21584.7
8363,21583.7
8364,21585.3
8367,21585.3
8368,21581.9
8369,21583.6
8370,21586.3
8371,21578.7
8373,21584.0
8374,21586.7
8375,21715.6
8376,15145.5
8378,21580.5
8379,4516.5
8380,21589.7
8381,21584.1
8382,14952.1
8383,21581.8
8384,5169.4
8385,21583.1
8386,21583.1
8387,21103.8
8390,21947.5
8392,21578.2
8394,21580.5
8395,21583.1
8396,21581.3
8397,21588.0
8399,21585.1
8403,21585.2
8404,21588.9
8405,21587.6
8406,21580.6
8408,6045.75
8409,21582.3
8410,21575.3
8412,21574.0
8413,3901.82
8414,10402.2
8417,21580.9
8418,21589.0
8419,33541.1
8421,2066.41
8422,21586.9
8423,21581.7
8424,21580.4
8425,21586.0
8426,21586.3
8427,21584.5
8428,21585.0
8429,7060.46
8430,21582.7
8432,21583.6
8433,21584.6
8434,14035.2
8435,21587.3
8436,21588.4
8438,21582.5
8440,21581.1
8441,21796.3
8442,21701.3
8443,21587.1
8445,21583.0
8446,21579.5
8447,21585.9
8448,21575.8
8450,21574.1
8451,12173.5
8452,16742.5
8458,13750.0
8459,21584.5
8460,21583.9
8461,21586.2
8462,21583.7
8463,21582.4
8464,21584.5
8465,21584.2
8466,21583.4
8468,6307.03
8469,10457.3
8470,21198.3
8471,18526.4
8472,18197.8
8475,21586.8
8476,21588.0
8477,21584.6
8479,21577.9
8481,18099.2
8484,21583.3
8485,21584.4
8486,21586.8
8487,21585.7
8488,21585.5
8489,21587.0
8490,21581.7
8491,21588.9
8494,21580.8
8495,33477.8
8496,21584.3
8497,21582.9
8498,21582.8
8499,19295.3
8500,18565.5
8501,21586.2
8502,21583.1
8503,12767.5
8509,21579.7
8510,21582.9
8511,21577.4
8513,14774.5
8514,5170.35
8515,21589.1
8516,21587.0
8517,21586.7
8518,14751.9
8519,18560.4
8520,21579.9
8521,21583.6
8522,17918.3
8525,21571.0
8526,21587.3
8527,21584.8
8528,21587.9
8529,21580.8
8531,21582.3
8532,17427.2
8534,21584.3
8535,21584.5
8536,13660.1
8537,21582.6
8538,21587.3
8539,21583.4
8540,21582.5
8542,21583.4
8543,3493.53
8553,21585.5
8554,21578.3
8556,21587.6
8557,21581.5
8560,21585.4
8561,21585.3
8562,21587.5
8563,13996.6
8568,21584.7
8569,21582.8
8570,21581.5
8571,21584.6
8572,21581.1
8591,4989.84
8592,21584.1
8593,21586.4
8594,21583.0
8595,21585.3
8598,21581.7
8599,21588.4
8600,9398.26
8614,21588.5
8615,8551.42
8616,10088.8
8621,21586.8
8622,21581.7
8624,21588.7
8625,21580.6
8626,21586.9
8627,12384.1
8628,21585.9
8629,9987.55
8631,21579.1
8632,21580.5
8633,14234.5
8635,21584.4
8637,21586.5
8638,21579.2
8639,21587.9
8644,21588.6
8645,21585.7
8646,21589.2
8647,21585.9
8648,21589.2
8649,21586.7
8650,21585.6
8651,21581.8
8652,21584.6
8653,21580.2
8654,21587.6
8655,21581.5
8656,4826.27
8657,21585.1
8658,21583.3
8659,15221.8
8664,21588.7
8665,21588.0
8666,21587.4
8667,9148.72
8670,4805.27
8674,21141.1
8759,8086.84
8765,21585.3
8767,12474.9
8768,2085.2
8774,5071.96
8776,1498.03
8910,21588.1
8911,21584.5
8912,1585.98
8914,21582.5
8915,21579.7
8916,21585.1
8917,11830.8
8919,21586.1
8922,12078.6
8924,1119.16
8926,13766.4
8927,49986.9
8929,6803.96
8934,49985.5
8935,19741.7
8936,968.326
8937,12177.8
8939,49988.1
8940,21590.6
8941,21585.8
8946,8000.96
8947,2015.55
8948,49984.5
8950,29989.0
8951,55582.2
8957,21582.1
8958,10179.9
8959,55087.6
8960,2113.72
8962,4809.56
8967,37569.5
8994,21582.8
8995,21585.4
8996,5161.64
9010,14387.1
9011,14383.4
9012,11741.4
9013,14387.9
9015,21520.5
9022,8580.88
9023,21589.0
9024,6276.83
9030,21586.9
9032,3776.67
9033,21588.9
9035,3417.84
9040,21582.8
9041,21579.7
9042,21586.6
9043,21577.7
9044,21589.2
9045,21589.2
9047,24928.8
9048,26005.5
9050,21583.5
9051,21583.9
9052,21578.3
