ProfileID,ChannelID,CrateID,BoardID,BoardChannelID,ChannelDescription
15,2051,13,17,3,Ordinary
15,2052,13,17,4,Ordinary
15,2053,13,17,5,Ordinary
15,2054,13,17,6,Ordinary
15,2055,13,17,7,Ordinary
15,2056,13,17,8,Ordinary
15,2057,13,18,1,Ordinary
15,2058,13,18,2,Ordinary
15,2059,13,18,3,Ordinary
15,2060,13,18,4,Ordinary
15,2061,13,18,5,Ordinary
15,2062,13,18,6,Ordinary
15,1791,12,4,7,Ordinary
15,1792,12,4,8,Ordinary
15,1793,12,5,1,Ordinary
15,1794,12,5,2,Ordinary
15,72,1,9,8,Ordinary
15,1796,12,5,4,Ordinary
15,1797,12,5,5,Ordinary
15,1798,12,5,6,Ordinary
15,1799,12,5,7,Ordinary
15,1800,12,5,8,Ordinary
15,1801,12,6,1,Ordinary
15,1803,12,6,3,Ordinary
15,1804,12,6,4,Ordinary
15,1805,12,6,5,Ordinary
15,1806,12,6,6,Ordinary
15,1807,12,6,7,Ordinary
15,1808,12,6,8,Ordinary
15,1809,12,7,1,Ordinary
15,1810,12,7,2,Ordinary
15,1811,12,7,3,Ordinary
15,1812,12,7,4,Ordinary
15,1813,12,7,5,Ordinary
15,1814,12,7,6,Ordinary
15,1815,12,7,7,Ordinary
15,1816,12,7,8,Ordinary
15,1817,12,8,1,Ordinary
15,1818,12,8,2,Ordinary
15,1819,12,8,3,Ordinary
15,1820,12,8,4,Ordinary
15,1821,12,8,5,Ordinary
15,1822,12,8,6,Ordinary
15,1823,12,8,7,Ordinary
15,1824,12,8,8,Ordinary
15,1825,12,9,1,Ordinary
15,1826,12,9,2,Ordinary
15,1827,12,9,3,Ordinary
15,1828,12,9,4,Ordinary
15,1829,12,9,5,Ordinary
15,1830,12,9,6,Ordinary
15,1831,12,9,7,Ordinary
15,1832,12,9,8,Ordinary
15,1833,12,10,1,Ordinary
15,1834,12,10,2,Ordinary
15,1835,12,10,3,Ordinary
15,1836,12,10,4,Ordinary
15,1837,12,10,5,Ordinary
15,1838,12,10,6,Ordinary
15,1839,12,10,7,Ordinary
15,1840,12,10,8,Ordinary
15,1841,12,11,1,Ordinary
15,1842,12,11,2,Ordinary
15,1843,12,11,3,Ordinary
15,1844,12,11,4,Ordinary
15,1845,12,11,5,Ordinary
15,1846,12,11,6,Ordinary
15,2119,14,5,7,Ordinary
15,2120,14,5,8,Ordinary
15,2121,14,6,1,Ordinary
15,2122,14,6,2,Ordinary
15,2123,14,6,3,Ordinary
15,2124,14,6,4,Ordinary
15,2125,14,6,5,Ordinary
15,2126,14,6,6,Ordinary
15,2127,14,6,7,Ordinary
15,2128,14,6,8,Ordinary
15,2129,14,7,1,Ordinary
15,2130,14,7,2,Ordinary
15,2131,14,7,3,Ordinary
15,2132,14,7,4,Ordinary
15,2133,14,7,5,Ordinary
15,2134,14,7,6,Ordinary
15,2135,14,7,7,Ordinary
15,2136,14,7,8,Ordinary
15,2137,14,8,1,Ordinary
15,2138,14,8,2,Ordinary
15,2139,14,8,3,Ordinary
15,2140,14,8,4,Ordinary
15,2141,14,8,5,Ordinary
15,2142,14,8,6,Ordinary
15,2143,14,8,7,Ordinary
15,2144,14,8,8,Ordinary
15,2145,14,9,1,Ordinary
15,2146,14,9,2,Ordinary
15,2147,14,9,3,Ordinary
15,2148,14,9,4,Ordinary
15,2149,14,9,5,Ordinary
15,2150,14,9,6,Ordinary
15,2151,14,9,7,Ordinary
15,2152,14,9,8,Ordinary
15,2153,14,10,1,Ordinary
15,2154,14,10,2,Ordinary
15,2155,14,10,3,Ordinary
15,2156,14,10,4,Ordinary
15,2157,14,10,5,Ordinary
15,2158,14,10,6,Ordinary
15,2159,14,10,7,Ordinary
15,2160,14,10,8,Ordinary
15,2161,14,11,1,Ordinary
15,2162,14,11,2,Ordinary
15,2163,14,11,3,Ordinary
15,2164,14,11,4,Ordinary
15,2165,14,11,5,Ordinary
15,2166,14,11,6,Ordinary
15,2167,14,11,7,Ordinary
15,2168,14,11,8,Ordinary
15,2169,14,12,1,Ordinary
15,2170,14,12,2,Ordinary
15,2171,14,12,3,Ordinary
15,2172,14,12,4,Ordinary
15,2173,14,12,5,Ordinary
15,2174,14,12,6,Ordinary
15,2175,14,12,7,Ordinary
15,2176,14,12,8,Ordinary
15,2177,14,13,1,Ordinary
15,2178,14,13,2,Ordinary
15,2179,14,13,3,Ordinary
15,2180,14,13,4,Ordinary
15,2181,14,13,5,Ordinary
15,2182,14,13,6,Ordinary
15,2183,14,13,7,Ordinary
15,2184,14,13,8,Ordinary
15,2185,14,14,1,Ordinary
15,2186,14,14,2,Ordinary
15,1915,12,20,3,Ordinary
15,1916,12,20,4,Ordinary
15,1917,12,20,5,Ordinary
15,1918,12,20,6,Ordinary
15,1919,12,20,7,Ordinary
15,1920,12,20,8,Ordinary
15,1921,13,1,1,Ordinary
15,1922,13,1,2,Ordinary
15,1923,13,1,3,Ordinary
15,1924,13,1,4,Ordinary
15,1925,13,1,5,Ordinary
15,1926,13,1,6,Ordinary
15,1655,11,7,7,Ordinary
15,1656,11,7,8,Ordinary
15,1657,11,8,1,Ordinary
15,1658,11,8,2,Ordinary
15,1659,11,8,3,Ordinary
15,1660,11,8,4,Ordinary
15,1661,11,8,5,Ordinary
15,1662,11,8,6,Ordinary
15,1663,11,8,7,Ordinary
15,1664,11,8,8,Ordinary
15,1665,11,9,1,Ordinary
15,1666,11,9,2,Ordinary
15,1667,11,9,3,Ordinary
15,1668,11,9,4,Ordinary
15,1669,11,9,5,Ordinary
15,1670,11,9,6,Ordinary
15,1671,11,9,7,Ordinary
15,1672,11,9,8,Ordinary
15,1673,11,10,1,Ordinary
15,1674,11,10,2,Ordinary
15,1675,11,10,3,Ordinary
15,1676,11,10,4,Ordinary
15,1677,11,10,5,Ordinary
15,1678,11,10,6,Ordinary
15,1679,11,10,7,Ordinary
15,1680,11,10,8,Ordinary
15,1681,11,11,1,Ordinary
15,1682,11,11,2,Ordinary
15,1683,11,11,3,Ordinary
15,1684,11,11,4,Ordinary
15,1685,11,11,5,Ordinary
15,1686,11,11,6,Ordinary
15,1687,11,11,7,Ordinary
15,1688,11,11,8,Ordinary
15,1689,11,12,1,Ordinary
15,1690,11,12,2,Ordinary
15,1691,11,12,3,Ordinary
15,1693,11,12,5,Ordinary
15,1694,11,12,6,Ordinary
15,1695,11,12,7,Ordinary
15,1696,11,12,8,Ordinary
15,1697,11,13,1,Ordinary
15,1698,11,13,2,Ordinary
15,1699,11,13,3,Ordinary
15,1700,11,13,4,Ordinary
15,1701,11,13,5,Ordinary
15,1702,11,13,6,Ordinary
15,1703,11,13,7,Ordinary
15,1704,11,13,8,Ordinary
15,1705,11,14,1,Ordinary
15,1706,11,14,2,Ordinary
15,1707,11,14,3,Ordinary
15,1708,11,14,4,Ordinary
15,1709,11,14,5,Ordinary
15,1710,11,14,6,Ordinary
15,1983,13,8,7,Ordinary
15,1984,13,8,8,Ordinary
15,1985,13,9,1,Ordinary
15,1986,13,9,2,Ordinary
15,1987,13,9,3,Ordinary
15,1988,13,9,4,Ordinary
15,1989,13,9,5,Ordinary
15,1990,13,9,6,Ordinary
15,1991,13,9,7,Ordinary
15,1992,13,9,8,Ordinary
15,1993,13,10,1,Ordinary
15,1994,13,10,2,Ordinary
15,1995,13,10,3,Ordinary
15,1996,13,10,4,Ordinary
15,1997,13,10,5,Ordinary
15,1998,13,10,6,Ordinary
15,1999,13,10,7,Ordinary
15,2000,13,10,8,Ordinary
15,2001,13,11,1,Ordinary
15,2002,13,11,2,Ordinary
15,2003,13,11,3,Ordinary
15,2004,13,11,4,Ordinary
15,2005,13,11,5,Ordinary
15,2006,13,11,6,Ordinary
15,2007,13,11,7,Ordinary
15,2008,13,11,8,Ordinary
15,2009,13,12,1,Ordinary
15,2010,13,12,2,Ordinary
15,2011,13,12,3,Ordinary
15,2012,13,12,4,Ordinary
15,2013,13,12,5,Ordinary
15,2014,13,12,6,Ordinary
15,2015,13,12,7,Ordinary
15,2016,13,12,8,Ordinary
15,2017,13,13,1,Ordinary
15,2018,13,13,2,Ordinary
15,2019,13,13,3,Ordinary
15,2020,13,13,4,Ordinary
15,2021,13,13,5,Ordinary
15,2022,13,13,6,Ordinary
15,2023,13,13,7,Ordinary
15,2024,13,13,8,Ordinary
15,2025,13,14,1,Ordinary
15,2026,13,14,2,Ordinary
15,2027,13,14,3,Ordinary
15,2028,13,14,4,Ordinary
15,2029,13,14,5,Ordinary
15,2030,13,14,6,Ordinary
15,2031,13,14,7,Ordinary
15,2032,13,14,8,Ordinary
15,2033,13,15,1,Ordinary
15,2035,13,15,3,Ordinary
15,2036,13,15,4,Ordinary
15,2037,13,15,5,Ordinary
15,2038,13,15,6,Ordinary
15,2039,13,15,7,Ordinary
15,2040,13,15,8,Ordinary
15,2041,13,16,1,Ordinary
15,2042,13,16,2,Ordinary
15,2043,13,16,3,Ordinary
15,2044,13,16,4,Ordinary
15,2045,13,16,5,Ordinary
15,2046,13,16,6,Ordinary
15,2047,13,16,7,Ordinary
15,2048,13,16,8,Ordinary
15,2049,13,17,1,Ordinary
15,2050,13,17,2,Ordinary
15,1779,12,3,3,Ordinary
15,1780,12,3,4,Ordinary
15,1781,12,3,5,Ordinary
15,1782,12,3,6,Ordinary
15,1783,12,3,7,Ordinary
15,1784,12,3,8,Ordinary
15,1785,12,4,1,Ordinary
15,1786,12,4,2,Ordinary
15,1788,12,4,4,Ordinary
15,1789,12,4,5,Ordinary
15,1790,12,4,6,Ordinary
15,1519,10,10,7,Ordinary
15,1520,10,10,8,Ordinary
15,1521,10,11,1,Ordinary
15,1522,10,11,2,Ordinary
15,1523,10,11,3,Ordinary
15,1524,10,11,4,Ordinary
15,1525,10,11,5,Ordinary
15,1526,10,11,6,Ordinary
15,1527,10,11,7,Ordinary
15,1528,10,11,8,Ordinary
15,1529,10,12,1,Ordinary
15,1530,10,12,2,Ordinary
15,1531,10,12,3,Ordinary
15,1532,10,12,4,Ordinary
15,1533,10,12,5,Ordinary
15,1534,10,12,6,Ordinary
15,1535,10,12,7,Ordinary
15,1536,10,12,8,Ordinary
15,1537,10,13,1,Ordinary
15,1538,10,13,2,Ordinary
15,1539,10,13,3,Ordinary
15,1540,10,13,4,Ordinary
15,1541,10,13,5,Ordinary
15,1542,10,13,6,Ordinary
15,1543,10,13,7,Ordinary
15,1544,10,13,8,Ordinary
15,1545,10,14,1,Ordinary
15,1546,10,14,2,Ordinary
15,1547,10,14,3,Ordinary
15,1548,10,14,4,Ordinary
15,1549,10,14,5,Ordinary
15,1550,10,14,6,Ordinary
15,1551,10,14,7,Ordinary
15,1552,10,14,8,Ordinary
15,1553,10,15,1,Ordinary
15,1554,10,15,2,Ordinary
15,1555,10,15,3,Ordinary
15,1556,10,15,4,Ordinary
15,1557,10,15,5,Ordinary
15,1558,10,15,6,Ordinary
15,1559,10,15,7,Ordinary
15,1560,10,15,8,Ordinary
15,1561,10,16,1,Ordinary
15,1562,10,16,2,Ordinary
15,1563,10,16,3,Ordinary
15,1564,10,16,4,Ordinary
15,1565,10,16,5,Ordinary
15,1566,10,16,6,Ordinary
15,1567,10,16,7,Ordinary
15,1568,10,16,8,Ordinary
15,1569,10,17,1,Ordinary
15,1570,10,17,2,Ordinary
15,1571,10,17,3,Ordinary
15,1572,10,17,4,Ordinary
15,1573,10,17,5,Ordinary
15,1574,10,17,6,Ordinary
15,1847,12,11,7,Ordinary
15,1848,12,11,8,Ordinary
15,1849,12,12,1,Ordinary
15,1850,12,12,2,Ordinary
15,1851,12,12,3,Ordinary
15,1852,12,12,4,Ordinary
15,1853,12,12,5,Ordinary
15,1854,12,12,6,Ordinary
15,1855,12,12,7,Ordinary
15,1856,12,12,8,Ordinary
15,1857,12,13,1,Ordinary
15,1858,12,13,2,Ordinary
15,1859,12,13,3,Ordinary
15,1860,12,13,4,Ordinary
15,1861,12,13,5,Ordinary
15,1862,12,13,6,Ordinary
15,1863,12,13,7,Ordinary
15,1864,12,13,8,Ordinary
15,1865,12,14,1,Ordinary
15,1866,12,14,2,Ordinary
15,1867,12,14,3,Ordinary
15,1868,12,14,4,Ordinary
15,1869,12,14,5,Ordinary
15,1870,12,14,6,Ordinary
15,1871,12,14,7,Ordinary
15,1872,12,14,8,Ordinary
15,1873,12,15,1,Ordinary
15,1874,12,15,2,Ordinary
15,1875,12,15,3,Ordinary
15,1876,12,15,4,Ordinary
15,1877,12,15,5,Ordinary
15,1878,12,15,6,Ordinary
15,1879,12,15,7,Ordinary
15,1880,12,15,8,Ordinary
15,1881,12,16,1,Ordinary
15,1882,12,16,2,Ordinary
15,1883,12,16,3,Ordinary
15,1884,12,16,4,Ordinary
15,1885,12,16,5,Ordinary
15,1886,12,16,6,Ordinary
15,1887,12,16,7,Ordinary
15,1888,12,16,8,Ordinary
15,1889,12,17,1,Ordinary
15,1890,12,17,2,Ordinary
15,1891,12,17,3,Ordinary
15,1892,12,17,4,Ordinary
15,1893,12,17,5,Ordinary
15,1894,12,17,6,Ordinary
15,1895,12,17,7,Ordinary
15,1896,12,17,8,Ordinary
15,1897,12,18,1,Ordinary
15,1898,12,18,2,Ordinary
15,1899,12,18,3,Ordinary
15,1900,12,18,4,Ordinary
15,1901,12,18,5,Ordinary
15,1902,12,18,6,Ordinary
15,1903,12,18,7,Ordinary
15,1904,12,18,8,Ordinary
15,1905,12,19,1,Ordinary
15,1906,12,19,2,Ordinary
15,1907,12,19,3,Ordinary
15,1908,12,19,4,Ordinary
15,1909,12,19,5,Ordinary
15,1910,12,19,6,Ordinary
15,1911,12,19,7,Ordinary
15,1912,12,19,8,Ordinary
15,1913,12,20,1,Ordinary
15,1914,12,20,2,Ordinary
15,1643,11,6,3,Ordinary
15,1644,11,6,4,Ordinary
15,1645,11,6,5,Ordinary
15,1646,11,6,6,Ordinary
15,1647,11,6,7,Ordinary
15,1648,11,6,8,Ordinary
15,1649,11,7,1,Ordinary
15,1650,11,7,2,Ordinary
15,1651,11,7,3,Ordinary
15,1652,11,7,4,Ordinary
15,1653,11,7,5,Ordinary
15,1654,11,7,6,Ordinary
15,1383,9,13,7,Ordinary
15,1384,9,13,8,Ordinary
15,1385,9,14,1,Ordinary
15,1386,9,14,2,Ordinary
15,1387,9,14,3,Ordinary
15,1388,9,14,4,Ordinary
15,1389,9,14,5,Ordinary
15,1390,9,14,6,Ordinary
15,1391,9,14,7,Ordinary
15,1392,9,14,8,Ordinary
15,1393,9,15,1,Ordinary
15,1394,9,15,2,Ordinary
15,1395,9,15,3,Ordinary
15,1396,9,15,4,Ordinary
15,1397,9,15,5,Ordinary
15,1398,9,15,6,Ordinary
15,1399,9,15,7,Ordinary
15,1400,9,15,8,Ordinary
15,1401,9,16,1,Ordinary
15,1402,9,16,2,Ordinary
15,1403,9,16,3,Ordinary
15,1404,9,16,4,Ordinary
15,1405,9,16,5,Ordinary
15,1406,9,16,6,Ordinary
15,1407,9,16,7,Ordinary
15,1408,9,16,8,Ordinary
15,1409,9,17,1,Ordinary
15,1410,9,17,2,Ordinary
15,1411,9,17,3,Ordinary
15,1412,9,17,4,Ordinary
15,1413,9,17,5,Ordinary
15,1414,9,17,6,Ordinary
15,1415,9,17,7,Ordinary
15,1416,9,17,8,Ordinary
15,1417,9,18,1,Ordinary
15,1418,9,18,2,Ordinary
15,1419,9,18,3,Ordinary
15,1420,9,18,4,Ordinary
15,1421,9,18,5,Ordinary
15,1422,9,18,6,Ordinary
15,1423,9,18,7,Ordinary
15,1424,9,18,8,Ordinary
15,1425,9,19,1,Ordinary
15,1426,9,19,2,Ordinary
15,1427,9,19,3,Ordinary
15,1428,9,19,4,Ordinary
15,1429,9,19,5,Ordinary
15,1430,9,19,6,Ordinary
15,1431,9,19,7,Ordinary
15,1432,9,19,8,Ordinary
15,1433,9,20,1,Ordinary
15,1434,9,20,2,Ordinary
15,1435,9,20,3,Ordinary
15,1436,9,20,4,Ordinary
15,1437,9,20,5,Ordinary
15,1438,9,20,6,Ordinary
15,1711,11,14,7,Ordinary
15,1712,11,14,8,Ordinary
15,1713,11,15,1,Ordinary
15,1714,11,15,2,Ordinary
15,1715,11,15,3,Ordinary
15,1716,11,15,4,Ordinary
15,1717,11,15,5,Ordinary
15,1718,11,15,6,Ordinary
15,1719,11,15,7,Ordinary
15,1720,11,15,8,Ordinary
15,1721,11,16,1,Ordinary
15,1722,11,16,2,Ordinary
15,1723,11,16,3,Ordinary
15,1724,11,16,4,Ordinary
15,1725,11,16,5,Ordinary
15,1726,11,16,6,Ordinary
15,1727,11,16,7,Ordinary
15,1728,11,16,8,Ordinary
15,1729,11,17,1,Ordinary
15,1730,11,17,2,Ordinary
15,1731,11,17,3,Ordinary
15,1732,11,17,4,Ordinary
15,1733,11,17,5,Ordinary
15,1734,11,17,6,Ordinary
15,1735,11,17,7,Ordinary
15,1736,11,17,8,Ordinary
15,1737,11,18,1,Ordinary
15,1738,11,18,2,Ordinary
15,1739,11,18,3,Ordinary
15,1740,11,18,4,Ordinary
15,1741,11,18,5,Ordinary
15,1742,11,18,6,Ordinary
15,1743,11,18,7,Ordinary
15,1744,11,18,8,Ordinary
15,1745,11,19,1,Ordinary
15,1746,11,19,2,Ordinary
15,1747,11,19,3,Ordinary
15,1748,11,19,4,Ordinary
15,1749,11,19,5,Ordinary
15,1750,11,19,6,Ordinary
15,1751,11,19,7,Ordinary
15,1752,11,19,8,Ordinary
15,1753,11,20,1,Ordinary
15,1754,11,20,2,Ordinary
15,1755,11,20,3,Ordinary
15,1756,11,20,4,Ordinary
15,1757,11,20,5,Ordinary
15,1758,11,20,6,Ordinary
15,1759,11,20,7,Ordinary
15,1760,11,20,8,Ordinary
15,1762,12,1,2,Ordinary
15,1763,12,1,3,Ordinary
15,1764,12,1,4,Ordinary
15,1765,12,1,5,Ordinary
15,1766,12,1,6,Ordinary
15,1767,12,1,7,Ordinary
15,1768,12,1,8,Ordinary
15,1769,12,2,1,Ordinary
15,1770,12,2,2,Ordinary
15,1771,12,2,3,Ordinary
15,1772,12,2,4,Ordinary
15,1773,12,2,5,Ordinary
15,1774,12,2,6,Ordinary
15,1775,12,2,7,Ordinary
15,1776,12,2,8,Ordinary
15,1777,12,3,1,Ordinary
15,1778,12,3,2,Ordinary
15,1507,10,9,3,Ordinary
15,1508,10,9,4,Ordinary
15,1509,10,9,5,Ordinary
15,1510,10,9,6,Ordinary
15,1511,10,9,7,Ordinary
15,1512,10,9,8,Ordinary
15,1513,10,10,1,Ordinary
15,1514,10,10,2,Ordinary
15,1515,10,10,3,Ordinary
15,1516,10,10,4,Ordinary
15,1517,10,10,5,Ordinary
15,1518,10,10,6,Ordinary
15,1247,8,16,7,Ordinary
15,1248,8,16,8,Ordinary
15,1249,8,17,1,Ordinary
15,1250,8,17,2,Ordinary
15,1251,8,17,3,Ordinary
15,1252,8,17,4,Ordinary
15,1253,8,17,5,Ordinary
15,1254,8,17,6,Ordinary
15,1255,8,17,7,Ordinary
15,1256,8,17,8,Ordinary
15,1257,8,18,1,Ordinary
15,1258,8,18,2,Ordinary
15,1259,8,18,3,Ordinary
15,1260,8,18,4,Ordinary
15,1261,8,18,5,Ordinary
15,1262,8,18,6,Ordinary
15,1263,8,18,7,Ordinary
15,1264,8,18,8,Ordinary
15,1265,8,19,1,Ordinary
15,1266,8,19,2,Ordinary
15,1267,8,19,3,Ordinary
15,1268,8,19,4,Ordinary
15,1269,8,19,5,Ordinary
15,1270,8,19,6,Ordinary
15,1271,8,19,7,Ordinary
15,1272,8,19,8,Ordinary
15,1273,8,20,1,Ordinary
15,1274,8,20,2,Ordinary
15,1275,8,20,3,Ordinary
15,1276,8,20,4,Ordinary
15,1277,8,20,5,Ordinary
15,1278,8,20,6,Ordinary
15,1279,8,20,7,Ordinary
15,1280,8,20,8,Ordinary
15,1281,9,1,1,Ordinary
15,1282,9,1,2,Ordinary
15,1283,9,1,3,Ordinary
15,1284,9,1,4,Ordinary
15,1285,9,1,5,Ordinary
15,1286,9,1,6,Ordinary
15,1287,9,1,7,Ordinary
15,1288,9,1,8,Ordinary
15,1289,9,2,1,Ordinary
15,1290,9,2,2,Ordinary
15,1291,9,2,3,Ordinary
15,1292,9,2,4,Ordinary
15,1293,9,2,5,Ordinary
15,1294,9,2,6,Ordinary
15,1295,9,2,7,Ordinary
15,1296,9,2,8,Ordinary
15,1297,9,3,1,Ordinary
15,1298,9,3,2,Ordinary
15,1299,9,3,3,Ordinary
15,1300,9,3,4,Ordinary
15,1301,9,3,5,Ordinary
15,1302,9,3,6,Ordinary
15,1575,10,17,7,Ordinary
15,1576,10,17,8,Ordinary
15,1577,10,18,1,Ordinary
15,1578,10,18,2,Ordinary
15,1579,10,18,3,Ordinary
15,1580,10,18,4,Ordinary
15,1581,10,18,5,Ordinary
15,1582,10,18,6,Ordinary
15,1583,10,18,7,Ordinary
15,1584,10,18,8,Ordinary
15,1585,10,19,1,Ordinary
15,1586,10,19,2,Ordinary
15,1587,10,19,3,Ordinary
15,1588,10,19,4,Ordinary
15,1589,10,19,5,Ordinary
15,1590,10,19,6,Ordinary
15,1591,10,19,7,Ordinary
15,1592,10,19,8,Ordinary
15,1593,10,20,1,Ordinary
15,1594,10,20,2,Ordinary
15,1595,10,20,3,Ordinary
15,1596,10,20,4,Ordinary
15,1597,10,20,5,Ordinary
15,1598,10,20,6,Ordinary
15,1599,10,20,7,Ordinary
15,1600,10,20,8,Ordinary
15,1601,11,1,1,Ordinary
15,1602,11,1,2,Ordinary
15,1603,11,1,3,Ordinary
15,1604,11,1,4,Ordinary
15,1605,11,1,5,Ordinary
15,1606,11,1,6,Ordinary
15,1607,11,1,7,Ordinary
15,1608,11,1,8,Ordinary
15,1609,11,2,1,Ordinary
15,1610,11,2,2,Ordinary
15,1611,11,2,3,Ordinary
15,1612,11,2,4,Ordinary
15,1613,11,2,5,Ordinary
15,1614,11,2,6,Ordinary
15,1615,11,2,7,Ordinary
15,1616,11,2,8,Ordinary
15,1617,11,3,1,Ordinary
15,1618,11,3,2,Ordinary
15,1619,11,3,3,Ordinary
15,1620,11,3,4,Ordinary
15,1621,11,3,5,Ordinary
15,1622,11,3,6,Ordinary
15,1623,11,3,7,Ordinary
15,1624,11,3,8,Ordinary
15,1625,11,4,1,Ordinary
15,1626,11,4,2,Ordinary
15,73,1,10,1,Ordinary
15,1628,11,4,4,Ordinary
15,1629,11,4,5,Ordinary
15,1630,11,4,6,Ordinary
15,1631,11,4,7,Ordinary
15,1632,11,4,8,Ordinary
15,1633,11,5,1,Ordinary
15,1635,11,5,3,Ordinary
15,1636,11,5,4,Ordinary
15,1637,11,5,5,Ordinary
15,1638,11,5,6,Ordinary
15,1639,11,5,7,Ordinary
15,1640,11,5,8,Ordinary
15,1641,11,6,1,Ordinary
15,1642,11,6,2,Ordinary
15,1371,9,12,3,Ordinary
15,1372,9,12,4,Ordinary
15,1373,9,12,5,Ordinary
15,1374,9,12,6,Ordinary
15,1375,9,12,7,Ordinary
15,1376,9,12,8,Ordinary
15,1377,9,13,1,Ordinary
15,1378,9,13,2,Ordinary
15,1379,9,13,3,Ordinary
15,1380,9,13,4,Ordinary
15,1381,9,13,5,Ordinary
15,1382,9,13,6,Ordinary
15,1111,7,19,7,Ordinary
15,1112,7,19,8,Ordinary
15,1113,7,20,1,Ordinary
15,1114,7,20,2,Ordinary
15,1115,7,20,3,Ordinary
15,1116,7,20,4,Ordinary
15,1117,7,20,5,Ordinary
15,1118,7,20,6,Ordinary
15,1119,7,20,7,Ordinary
15,1120,7,20,8,Ordinary
15,1121,8,1,1,Ordinary
15,1122,8,1,2,Ordinary
15,1123,8,1,3,Ordinary
15,1124,8,1,4,Ordinary
15,1125,8,1,5,Ordinary
15,1126,8,1,6,Ordinary
15,1127,8,1,7,Ordinary
15,1128,8,1,8,Ordinary
15,1129,8,2,1,Ordinary
15,1130,8,2,2,Ordinary
15,1131,8,2,3,Ordinary
15,1132,8,2,4,Ordinary
15,1133,8,2,5,Ordinary
15,1134,8,2,6,Ordinary
15,1135,8,2,7,Ordinary
15,1136,8,2,8,Ordinary
15,1137,8,3,1,Ordinary
15,1138,8,3,2,Ordinary
15,1139,8,3,3,Ordinary
15,1140,8,3,4,Ordinary
15,1141,8,3,5,Ordinary
15,1142,8,3,6,Ordinary
15,1143,8,3,7,Ordinary
15,1144,8,3,8,Ordinary
15,1145,8,4,1,Ordinary
15,1146,8,4,2,Ordinary
15,1147,8,4,3,Ordinary
15,1148,8,4,4,Ordinary
15,1149,8,4,5,Ordinary
15,1150,8,4,6,Ordinary
15,1151,8,4,7,Ordinary
15,1152,8,4,8,Ordinary
15,1153,8,5,1,Ordinary
15,1154,8,5,2,Ordinary
15,1155,8,5,3,Ordinary
15,1156,8,5,4,Ordinary
15,1157,8,5,5,Ordinary
15,1158,8,5,6,Ordinary
15,1159,8,5,7,Ordinary
15,1160,8,5,8,Ordinary
15,1161,8,6,1,Ordinary
15,1162,8,6,2,Ordinary
15,1163,8,6,3,Ordinary
15,1164,8,6,4,Ordinary
15,1165,8,6,5,Ordinary
15,1166,8,6,6,Ordinary
15,1439,9,20,7,Ordinary
15,1440,9,20,8,Ordinary
15,1441,10,1,1,Ordinary
15,1442,10,1,2,Ordinary
15,1443,10,1,3,Ordinary
15,1444,10,1,4,Ordinary
15,1445,10,1,5,Ordinary
15,1446,10,1,6,Ordinary
15,1447,10,1,7,Ordinary
15,1448,10,1,8,Ordinary
15,1449,10,2,1,Ordinary
15,1450,10,2,2,Ordinary
15,1451,10,2,3,Ordinary
15,1452,10,2,4,Ordinary
15,1454,10,2,6,Ordinary
15,1455,10,2,7,Ordinary
15,1456,10,2,8,Ordinary
15,1458,10,3,2,Ordinary
15,1459,10,3,3,Ordinary
15,1460,10,3,4,Ordinary
15,1461,10,3,5,Ordinary
15,1462,10,3,6,Ordinary
15,1463,10,3,7,Ordinary
15,1464,10,3,8,Ordinary
15,1465,10,4,1,Ordinary
15,1466,10,4,2,Ordinary
15,1467,10,4,3,Ordinary
15,1468,10,4,4,Ordinary
15,1469,10,4,5,Ordinary
15,1470,10,4,6,Ordinary
15,1471,10,4,7,Ordinary
15,1472,10,4,8,Ordinary
15,1473,10,5,1,Ordinary
15,1474,10,5,2,Ordinary
15,1475,10,5,3,Ordinary
15,1476,10,5,4,Ordinary
15,1477,10,5,5,Ordinary
15,1478,10,5,6,Ordinary
15,1479,10,5,7,Ordinary
15,1480,10,5,8,Ordinary
15,1481,10,6,1,Ordinary
15,1482,10,6,2,Ordinary
15,1483,10,6,3,Ordinary
15,1484,10,6,4,Ordinary
15,1485,10,6,5,Ordinary
15,1486,10,6,6,Ordinary
15,1487,10,6,7,Ordinary
15,1488,10,6,8,Ordinary
15,1489,10,7,1,Ordinary
15,1490,10,7,2,Ordinary
15,1491,10,7,3,Ordinary
15,1492,10,7,4,Ordinary
15,1493,10,7,5,Ordinary
15,1494,10,7,6,Ordinary
15,1495,10,7,7,Ordinary
15,1496,10,7,8,Ordinary
15,1497,10,8,1,Ordinary
15,1498,10,8,2,Ordinary
15,1499,10,8,3,Ordinary
15,1500,10,8,4,Ordinary
15,1501,10,8,5,Ordinary
15,1502,10,8,6,Ordinary
15,1503,10,8,7,Ordinary
15,1504,10,8,8,Ordinary
15,1505,10,9,1,Ordinary
15,1506,10,9,2,Ordinary
15,1235,8,15,3,Ordinary
15,1236,8,15,4,Ordinary
15,1237,8,15,5,Ordinary
15,1238,8,15,6,Ordinary
15,1239,8,15,7,Ordinary
15,1240,8,15,8,Ordinary
15,1241,8,16,1,Ordinary
15,74,1,10,2,Ordinary
15,1243,8,16,3,Ordinary
15,1244,8,16,4,Ordinary
15,1245,8,16,5,Ordinary
15,1246,8,16,6,Ordinary
15,975,7,2,7,Ordinary
